Epoch	Stage	Loss	Sensitivity	Specificity	AUC - promoter	AUC - nonpromoter active	AUC - nonpromoter inactive	AUC - random
352	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.58, 0.72, 1.00	0.87, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
353	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
353	valid	1.11, 1.25, 1.19, 1.04	0.85, 0.57, 0.70, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
354	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
354	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.58, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
355	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
355	valid	1.11, 1.25, 1.19, 1.04	0.86, 0.57, 0.70, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.88, 0.90, 0.94	0.80, 0.80, 0.77, 0.82	0.83, 0.78, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
356	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
356	valid	1.12, 1.24, 1.19, 1.04	0.85, 0.60, 0.69, 1.00	0.86, 0.95, 0.90, 1.00	0.91, 0.89, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
357	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
357	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.58, 0.72, 1.00	0.87, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.83	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
358	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
358	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.55, 0.72, 1.00	0.86, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
359	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
359	valid	1.11, 1.27, 1.19, 1.04	0.86, 0.54, 0.71, 1.00	0.85, 0.96, 0.88, 1.00	0.91, 0.88, 0.90, 0.94	0.79, 0.78, 0.76, 0.80	0.84, 0.78, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
360	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
360	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.58, 0.72, 1.00	0.87, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
361	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
361	valid	1.11, 1.26, 1.20, 1.04	0.87, 0.55, 0.69, 1.00	0.84, 0.96, 0.89, 1.00	0.91, 0.89, 0.90, 0.95	0.79, 0.79, 0.76, 0.81	0.83, 0.78, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
362	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
362	valid	1.12, 1.23, 1.19, 1.04	0.84, 0.62, 0.70, 1.00	0.87, 0.94, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.82, 0.81, 0.79, 0.84	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
363	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
363	valid	1.11, 1.27, 1.18, 1.04	0.86, 0.54, 0.71, 1.00	0.86, 0.96, 0.88, 1.00	0.91, 0.88, 0.89, 0.94	0.79, 0.78, 0.76, 0.80	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
364	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
364	valid	1.12, 1.27, 1.18, 1.04	0.85, 0.53, 0.73, 1.00	0.86, 0.96, 0.87, 1.00	0.90, 0.88, 0.89, 0.94	0.78, 0.78, 0.76, 0.80	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
365	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
365	valid	1.12, 1.26, 1.18, 1.04	0.84, 0.56, 0.73, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
366	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
366	valid	1.12, 1.24, 1.19, 1.04	0.84, 0.59, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
367	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
367	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.55, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
368	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
368	valid	1.11, 1.27, 1.18, 1.04	0.85, 0.53, 0.72, 1.00	0.86, 0.96, 0.88, 1.00	0.91, 0.88, 0.89, 0.94	0.79, 0.78, 0.76, 0.80	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
369	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
369	valid	1.12, 1.25, 1.19, 1.04	0.84, 0.58, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.83	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
370	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
370	valid	1.12, 1.25, 1.19, 1.04	0.84, 0.58, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.83	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
371	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
371	valid	1.12, 1.24, 1.19, 1.04	0.84, 0.61, 0.70, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.81, 0.78, 0.84	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
372	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
372	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.56, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.79, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
373	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
373	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.58, 0.71, 1.00	0.86, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.82	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
374	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
374	valid	1.12, 1.26, 1.18, 1.04	0.84, 0.56, 0.73, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
375	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
375	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.59, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.83	0.84, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
376	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
376	valid	1.11, 1.26, 1.18, 1.04	0.85, 0.54, 0.71, 1.00	0.86, 0.96, 0.88, 1.00	0.91, 0.88, 0.89, 0.94	0.79, 0.79, 0.76, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
377	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
377	valid	1.11, 1.25, 1.19, 1.04	0.85, 0.57, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
378	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
378	valid	1.11, 1.25, 1.20, 1.04	0.86, 0.58, 0.69, 1.00	0.86, 0.95, 0.90, 1.00	0.91, 0.89, 0.89, 0.94	0.80, 0.80, 0.78, 0.82	0.83, 0.78, 0.83, 0.87	1.00, 1.00, 1.00, 1.00
379	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
379	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.58, 0.72, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
380	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
380	valid	1.11, 1.27, 1.18, 1.04	0.85, 0.54, 0.71, 1.00	0.86, 0.96, 0.88, 1.00	0.91, 0.88, 0.89, 0.94	0.79, 0.79, 0.76, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
381	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
381	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.58, 0.73, 1.00	0.88, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.93	0.80, 0.80, 0.78, 0.83	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
382	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
382	valid	1.12, 1.26, 1.18, 1.04	0.84, 0.56, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.79, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
383	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
383	valid	1.11, 1.27, 1.18, 1.04	0.86, 0.53, 0.71, 1.00	0.85, 0.96, 0.88, 1.00	0.91, 0.88, 0.89, 0.94	0.78, 0.78, 0.76, 0.80	0.84, 0.78, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
384	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
384	valid	1.12, 1.25, 1.18, 1.04	0.85, 0.57, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
385	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
385	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.54, 0.72, 1.00	0.86, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.76, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
386	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
386	valid	1.12, 1.24, 1.19, 1.04	0.84, 0.61, 0.71, 1.00	0.88, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.93	0.81, 0.81, 0.78, 0.84	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
387	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
387	valid	1.12, 1.26, 1.18, 1.04	0.84, 0.56, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
388	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
388	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.57, 0.70, 1.00	0.86, 0.96, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
389	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
389	valid	1.12, 1.25, 1.18, 1.04	0.85, 0.57, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
390	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
390	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.59, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.83	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
391	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
391	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.56, 0.72, 1.00	0.86, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
392	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
392	valid	1.12, 1.26, 1.18, 1.04	0.84, 0.56, 0.73, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
393	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
393	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.58, 0.72, 1.00	0.87, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
394	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
394	valid	1.12, 1.24, 1.18, 1.04	0.84, 0.59, 0.72, 1.00	0.88, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.80, 0.78, 0.83	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
395	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
395	valid	1.11, 1.25, 1.20, 1.04	0.86, 0.58, 0.68, 1.00	0.85, 0.95, 0.90, 1.00	0.91, 0.89, 0.90, 0.94	0.80, 0.80, 0.77, 0.82	0.83, 0.78, 0.83, 0.87	1.00, 1.00, 1.00, 1.00
396	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
396	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.56, 0.71, 1.00	0.86, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
397	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
397	valid	1.12, 1.24, 1.19, 1.04	0.84, 0.59, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
398	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
398	valid	1.11, 1.26, 1.18, 1.04	0.85, 0.55, 0.71, 1.00	0.86, 0.96, 0.88, 1.00	0.91, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
399	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
399	valid	1.12, 1.27, 1.18, 1.04	0.85, 0.54, 0.73, 1.00	0.86, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.78, 0.78, 0.76, 0.80	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
400	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
400	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.58, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
